,is_free_shipping,product_name,start_price,end_price,is_prompt,start_time,end_time,timedelta,bidders,setsumei,good,bad,capture_count
28,1,[新品未使用品]AirPods (エアーポッズ/第2世代) with Charging Case 2019年 新型 MV7N2J/A 【純正】 [ワイヤレス(左右分離) /Bluetooth],1,19000,1,2019-10-07 13:18:51,2019-10-10 12:18:51,71.0,53,[新品未使用品]AirPods (エアーポッズ/第2世代) with Charging Case 2019年 新型 ブルートゥースイヤホン フルワイヤレス インナーイヤー型 MV7N2J/A 【純正】 [ワイヤレス(左右分離) /Bluetooth]商品の説明の通りです。ご理解ある方よろしくお願い申し上げます。* ～商品説明～*さらに魔法に近づきました。新しいAirPodsはワイヤレスヘッドフォンの体験を一新します。ケースから取り出すだけで、あなたのiPhone、Apple Watch、iPad、Macと一緒に使えます。ワンタップのシンプルな設定で、AirPodsは魔法のように機能します。自動的にオンになり、いつでも接続された状態になります。耳に装着されたことを感知するので、耳から外すと一時停止します。AirPodsは両耳でも片耳だけでも使えます。音量を調節したり、曲を変えたり、電話をかけたり、道順を調べたい時は「Hey Siri」と声をかけて頼むだけ。ダブルタップして、音楽のトラックやPodcastの番組を再生したりスキップすることもできます。AirPodsは1回の充電で5時間の再生1と3時間の通話ができます2。しかも24時間以上聴き続けられるように複数回充電できる充電ケースもついているので、AirPodsはあなたの毎日にしっかりついていきます3。急いでいる時は、ケースで15分充電するだけで、3時間の再生4または2時間の通話ができるようになります5。まったく新しいApple H1ヘッドフォンチップで駆動するAirPodsは、光学センサーとモーション加速度センサーによって、あなたの耳に装着されたことを感知します。両耳で聴く時も、片耳だけの場合も、H1チップはイヤフォンへのオーディオの送信とマイクロフォンの接続を自動で行います。通話中やSiriに話しかけている時には、音声を検知するもう一つの加速度センサーがビームフォーミングマイクロフォンと連係しながら、周囲のノイズを取り除いてあなたの声に狙いを定めます。★゜'・:*:・'゜☆。.:*:・'*:・'゜☆。.:*:・'゜★゜'・:*:・'゜☆。.:*:・'゜★゜'・:*:・'゜☆。.:*:・'゜★゜'・:*:・'゜☆。.:*:・'゜★★新品・未使用☆頂き物、かつ個人所有につき、神経質な方のご入札はご遠慮ください。★落札後の返品、キャンセルはご遠慮ください。★落札後、落札者様の都合で以前にキャンセルされた方は自動的にキャンセルさせて頂きますのでご理解ご了承願います。送料込み★ノークレーム、ノーリターンご理解ご了承頂ける方宜しくお願い致します。★悪い評価５以上の方は削除させて頂きますのでご了承願います。★゜'・:*:・'゜☆。.:*:・'*:・'゜☆。.:*:・'゜★゜'・:*:・'゜☆。.:*:・'゜★゜'・:*:・'゜☆。.:*:・'゜★゜'・:*:・'゜☆。.:*:・'゜★,115,0,0
29,1,[新品未使用品]AirPods with Wireless Charging Case (エアーポッズ/第2世代) 2019年 新型 ブルートゥースイ フルワイヤレス ワイヤレス,1,22000,1,2019-10-07 13:18:30,2019-10-10 12:18:30,71.0,46,[新品未使用品]AirPods with Wireless Charging Case (エアーポッズ/第2世代) 2019年 新型 ブルートゥースイヤホン フルワイヤレス インナーイヤー型 【純正】 [ワイヤレス(左右分離) /Bluetooth]商品の説明の通りです。ご理解ある方よろしくお願い致します。* ～商品説明～*Wireless Charging Caseが付属した新しいAirPodsは、インテリジェントな設計、画期的なテクノロジー、透き通るほどクリアなサウンドを持っています。新しいApple H1ヘッドフォンチップで動くので、手を使わずに声だけでSiriを起動できるようになりました。これからは1回の充電で最大3時間の通話ができます。自動でオンになり、自動で接続すべてのApple製デバイスで簡単に設定「Hey Siri」と声をかけるだけで瞬時にSiriへアクセスダブルタップで再生またはスキップ新しいApple H1ヘッドフォンチップで、デバイスとのワイヤレス接続がさらに速くケースですばやく充電Qi対応充電マットを使ったワイヤレス充電と、Lightningコネクタを使った充電に対応豊かで質の高いオーディオと音声デバイス間の切り替えはシームレス★゜'・:*:・'゜☆。.:*:・'*:・'゜☆。.:*:・'゜★゜'・:*:・'゜☆。.:*:・'゜★゜'・:*:・'゜☆。.:*:・'゜★゜'・:*:・'゜☆。.:*:・'゜★★新品・未使用☆頂き物、かつ個人所有につき、神経質な方のご入札はご遠慮ください。★落札後の返品、キャンセルはご遠慮ください。★落札後、落札者様の都合で以前にキャンセルされた方は自動的にキャンセルさせて頂きますのでご理解ご了承願います。送料込み★ノークレーム、ノーリターンご理解ご了承頂ける方宜しくお願い致します。★悪い評価５以上の方は削除させて頂きますのでご了承願います。★゜'・:*:・'゜☆。.:*:・'*:・'゜☆。.:*:・'゜★゜'・:*:・'゜☆。.:*:・'゜★゜'・:*:・'゜☆。.:*:・'゜★゜'・:*:・'゜☆。.:*:・'゜★,115,0,0
30,1,[新品未使用品]AirPods (エアーポッズ/第2世代) with Charging Case 2019年 新型 MV7N2J/A 【純正】 Bluetooth,1,19000,1,2019-10-07 13:17:42,2019-10-10 12:17:42,71.0,23,[新品未使用品]AirPods (エアーポッズ/第2世代) with Charging Case 2019年 新型 ブルートゥースイヤホン フルワイヤレス インナーイヤー型 MV7N2J/A 【純正】 [ワイヤレス(左右分離) /Bluetooth]商品の説明の通りになります。ご理解ある方よろしくお願い申し上げます。* ～商品説明～ * さらに魔法に近づきました。新しいAirPodsはワイヤレスヘッドフォンの体験を一新します。ケースから取り出すだけで、あなたのiPhone、Apple Watch、iPad、Macと一緒に使えます。ワンタップのシンプルな設定で、AirPodsは魔法のように機能します。自動的にオンになり、いつでも接続された状態になります。耳に装着されたことを感知するので、耳から外すと一時停止します。AirPodsは両耳でも片耳だけでも使えます。音量を調節したり、曲を変えたり、電話をかけたり、道順を調べたい時は「Hey Siri」と声をかけて頼むだけ。ダブルタップして、音楽のトラックやPodcastの番組を再生したりスキップすることもできます。AirPodsは1回の充電で5時間の再生1と3時間の通話ができます2。しかも24時間以上聴き続けられるように複数回充電できる充電ケースもついているので、AirPodsはあなたの毎日にしっかりついていきます3。急いでいる時は、ケースで15分充電するだけで、3時間の再生4または2時間の通話ができるようになります5。まったく新しいApple H1ヘッドフォンチップで駆動するAirPodsは、光学センサーとモーション加速度センサーによって、あなたの耳に装着されたことを感知します。両耳で聴く時も、片耳だけの場合も、H1チップはイヤフォンへのオーディオの送信とマイクロフォンの接続を自動で行います。通話中やSiriに話しかけている時には、音声を検知するもう一つの加速度センサーがビームフォーミングマイクロフォンと連係しながら、周囲のノイズを取り除いてあなたの声に狙いを定めます。★゜'・:*:・'゜☆。.:*:・'*:・'゜☆。.:*:・'゜★゜'・:*:・'゜☆。.:*:・'゜★゜'・:*:・'゜☆。.:*:・'゜★゜'・:*:・'゜☆。.:*:・'゜★★新品・未使用 ☆頂き物、かつ個人所有につき、神経質な方のご入札はご遠慮ください。★落札後の返品、キャンセルはご遠慮ください。★落札後、落札者様の都合で以前にキャンセルされた方は自動的にキャンセルさせて頂きますのでご理解ご了承願います。送料込み★ノークレーム、ノーリターンご理解ご了承頂ける方宜しくお願い致します。★悪い評価５以上の方は削除させて頂きますのでご了承願います。★゜'・:*:・'゜☆。.:*:・'*:・'゜☆。.:*:・'゜★゜'・:*:・'゜☆。.:*:・'゜★゜'・:*:・'゜☆。.:*:・'゜★゜'・:*:・'゜☆。.:*:・'゜★,275,1,0
31,1,送料無料/おまけあり/第2世代/第二世代/2019/新型/新品未使用/正規品/左耳のみ/左のみ/左側のみ/Apple AirPods/エアーポッズ/アップル/ケ,6700,6700,1,2019-10-10 09:42:56,2019-10-10 12:12:59,2.0,1,送料無料■左耳のみ■第2世代、新型のAirPods（2019年版）■新品未使用■Apple正規品 ■おまけとして、写真にうつっているイヤピース（両耳）をお付けします。,663,37,0
32,1,[新品未使用品]AirPods with Wireless Charging Case (エアーポッズ/第2世代) 2019年 新型 ブルートゥースイヤホン 【純正】Bluetooth,1,24000,1,2019-10-06 15:07:47,2019-10-10 12:07:47,93.0,42,[新品未使用品]AirPods with Wireless Charging Case (エアーポッズ/第2世代) 2019年 新型 ブルートゥースイヤホン フルワイヤレス インナーイヤー型  【純正】 [ワイヤレス(左右分離) /Bluetooth]商品の説明の通りです。ご理解ある方よろしくお願い申し上げます。* ～商品説明～ *Wireless Charging Caseが付属した新しいAirPodsは、インテリジェントな設計、画期的なテクノロジー、透き通るほどクリアなサウンドを持っています。新しいApple H1ヘッドフォンチップで動くので、手を使わずに声だけでSiriを起動できるようになりました。これからは1回の充電で最大3時間の通話ができます。* 自動でオンになり、自動で接続* すべてのApple製デバイスで簡単に設定* 「Hey Siri」と声をかけるだけで瞬時にSiriへアクセス* ダブルタップで再生またはスキップ* 新しいApple H1ヘッドフォンチップで、デバイスとのワイヤレス接続がさらに速く* ケースですばやく充電* Qi対応充電マットを使ったワイヤレス充電と、Lightningコネクタを使った充電に対応* 豊かで質の高いオーディオと音声* デバイス間の切り替えはシームレス★゜'・:*:・'゜☆。.:*:・'*:・'゜☆。.:*:・'゜★゜'・:*:・'゜☆。.:*:・'゜★゜'・:*:・'゜☆。.:*:・'゜★゜'・:*:・'゜☆。.:*:・'゜★★新品・未使用 ☆頂き物、かつ個人所有につき、神経質な方のご入札はご遠慮ください。★落札後の返品、キャンセルはご遠慮ください。★落札後、落札者様の都合で以前にキャンセルされた方は自動的にキャンセルさせて頂きますのでご理解ご了承願います。送料込み★ノークレーム、ノーリターンご理解ご了承頂ける方宜しくお願い致します。★悪い評価５以上の方は削除させて頂きますのでご了承願います。★゜'・:*:・'゜☆。.:*:・'*:・'゜☆。.:*:・'゜★゜'・:*:・'゜☆。.:*:・'゜★゜'・:*:・'゜☆。.:*:・'゜★゜'・:*:・'゜☆。.:*:・'゜★,275,1,0
33,1,[新品未使用品] AirPods with Wireless Charging Case (エアーポッズ/第2世代) 2019年 新型 【純正】Apple MMEF2J/A ワイヤレスイヤホン,21000,21000,1,2019-10-07 13:12:51,2019-10-10 06:44:19,65.0,1,エアーポッズ  2 AirPods 2 第2世代 新品 正規品 未開封です。MRXJ2J/Aワイヤレス可能2019年９月末に購入したものです。他のワイヤレスイヤフォンが見つかったので出品します。iPhoneで使用すると特に便利です。Apple(アップル)Apple AirPods with Wireless Charging Case (最新モデル)（2019年 10月  9日 21時 33分 追加）値下げ対応致します！,15,0,3
34,0,Apple純正 AirPods 第2世代 イヤホン MV7N2J/A 充電ケース＋lighteningケーブルのみ イヤホン無し 新品未使用品,7300,7300,1,2019-10-09 10:19:18,2019-10-10 05:50:39,19.0,1,Apple純正 AirPods 第2世代 イヤホン MV7N2J/A 充電ケース＋lighteningケーブルのみ イヤホン無し 新品未使用品セット内容純正充電ケース純正lighteningケーブル箱クイックスタートガイド※充電ケースとlighteningケーブルのみになります。ワイヤレス充電には対応していません。イヤホンはありません。ご注意下さい。配送は以下にて行います。レターパックプラス 全国一律送料520円（追跡番号有り 保証無し）お支払いはヤフオク簡単決済のみになります。,2744,10,0
35,1,Apple 純正 AirPods　第2世代　新品　MV7N2J/A 左耳,6900,6900,1,2019-10-08 12:48:47,2019-10-09 22:18:38,33.0,1,Apple AirPods with Charging Case  MV7N2J/A 第２世代 ワイヤレスイヤホン PSEマークあり  ☆写真1枚目のイヤホン左耳のみです。 ☆右耳、箱、充電ケース、ケーブルは無し。ご注意下さい。  新品未使用です。 国内ネットショップで購入した正規品です。商品詳細はアップル公式ページを参照ください。事前にコメントいただければ、ご希望に応じて保証付の発送方法にも変更可能です。 出品直後の値下げはいたしませんので、 ご了承ください。,232,0,2
36,0,送料120円　Apple 純正 AirPods　第2世代　新品　MV7N2J/A 左耳 ,6800,6800,1,2019-10-06 12:56:47,2019-10-09 18:17:48,77.0,1,Apple AirPods with Charging Case MV7N2J/A 第２世代 ワイヤレスイヤホンPSEマークあり☆写真1枚目のイヤホン左耳のみです。☆右耳、箱、充電ケース、ケーブルは無し。ご注意下さい。新品未使用です。 2019年9月、国内ネットショップで購入した正規品です。商品詳細はアップル公式ページを参照ください。事前にコメントいただければ、ご希望に応じて保証付の発送方法にも変更可能です。出品直後の値下げはいたしませんので、ご了承ください。,232,0,2
37,1,Apple AirPods2 MV7N2J/A エアーポッズ 第2世代 ワイヤレスイヤホン 新品未開封　①,18000,18000,1,2019-10-09 12:52:53,2019-10-09 16:38:48,3.0,1,□商品詳細        Apple airpods 新品未開封です 型番:MV7N2J/A（第2世代）  2019年9月購入、Appleの正規補償が1年つきます  入金確認後、極力当日、遅くとも1～2日以内には発送します   こちらの商品はワイヤレス充電には非対応です         □支払詳細        かんたん決済にてお願いいたします         □発送詳細        入金確認後3日以内に追跡番号・保証付きの方法で発送します。         □注意事項        落札後音沙汰のない方が多くトラブルが発生しています 24時間以内の入金をお願いします やむをえない事情がある場合は入札前に質問をください,625,13,0
38,1,[新品未使用品]AirPods with Wireless Charging Case (エアーポッズ/第2世代) 2019年 新型 【純正】 [ワイヤレス(左右分離) /Bluetooth],1,24000,1,2019-10-07 13:24:25,2019-10-09 16:06:14,50.0,22,[新品未使用品]AirPods with Wireless Charging Case (エアーポッズ/第2世代) 2019年 新型 ブルートゥースイヤホン フルワイヤレス インナーイヤー型  【純正】 [ワイヤレス(左右分離) /Bluetooth]商品の説明の通りです。ご理解ある方よろしくお願い申し上げます。* ～商品説明～ *Wireless Charging Caseが付属した新しいAirPodsは、インテリジェントな設計、画期的なテクノロジー、透き通るほどクリアなサウンドを持っています。新しいApple H1ヘッドフォンチップで動くので、手を使わずに声だけでSiriを起動できるようになりました。これからは1回の充電で最大3時間の通話ができます。* 自動でオンになり、自動で接続* すべてのApple製デバイスで簡単に設定* 「Hey Siri」と声をかけるだけで瞬時にSiriへアクセス* ダブルタップで再生またはスキップ* 新しいApple H1ヘッドフォンチップで、デバイスとのワイヤレス接続がさらに速く* ケースですばやく充電* Qi対応充電マットを使ったワイヤレス充電と、Lightningコネクタを使った充電に対応* 豊かで質の高いオーディオと音声* デバイス間の切り替えはシームレス★゜'・:*:・'゜☆。.:*:・'*:・'゜☆。.:*:・'゜★゜'・:*:・'゜☆。.:*:・'゜★゜'・:*:・'゜☆。.:*:・'゜★゜'・:*:・'゜☆。.:*:・'゜★★新品・未使用 ☆頂き物、かつ個人所有につき、神経質な方のご入札はご遠慮ください。★落札後の返品、キャンセルはご遠慮ください。★落札後、落札者様の都合で以前にキャンセルされた方は自動的にキャンセルさせて頂きますのでご理解ご了承願います。送料込み★ノークレーム、ノーリターンご理解ご了承頂ける方宜しくお願い致します。★悪い評価５以上の方は削除させて頂きますのでご了承願います。★゜'・:*:・'゜☆。.:*:・'*:・'゜☆。.:*:・'゜★゜'・:*:・'゜☆。.:*:・'゜★゜'・:*:・'゜☆。.:*:・'゜★゜'・:*:・'゜☆。.:*:・'゜★,115,0,0
39,0,新品未開封（純正品）AirPods with Wireless Charging Case (エアーポッズ/第2世代) 2019年 新型 ブルートゥースイヤホン,11000,17000,0,2019-10-08 03:45:59,2019-10-09 12:44:12,32.0,12,AirPods (エアーポッズ/第2世代) with Charging Case 2019年 新型 ブルートゥースイヤホン フルワイヤレス インナーイヤー型MV7N2J/A 【純正】 [ワイヤレス(左右分離) /Bluetooth],716,10,4
40,1,[新品未使用品]AirPods (エアーポッズ/第2世代) with Charging Case 2019年 新型 Bluetooth MV7N2J/A 【純正】 ,1,19500,1,2019-10-05 16:42:30,2019-10-09 12:42:29,91.0,30,[新品未使用品]AirPods (エアーポッズ/第2世代) with Charging Case 2019年 新型 ブルートゥースイヤホン フルワイヤレス インナーイヤー型 MV7N2J/A 【純正】 [ワイヤレス(左右分離) /Bluetooth]商品説明の通りです。ご理解ある方よろしくお願い申し上げます。* ～商品説明～ * さらに魔法に近づきました。新しいAirPodsはワイヤレスヘッドフォンの体験を一新します。ケースから取り出すだけで、あなたのiPhone、Apple Watch、iPad、Macと一緒に使えます。ワンタップのシンプルな設定で、AirPodsは魔法のように機能します。自動的にオンになり、いつでも接続された状態になります。耳に装着されたことを感知するので、耳から外すと一時停止します。AirPodsは両耳でも片耳だけでも使えます。音量を調節したり、曲を変えたり、電話をかけたり、道順を調べたい時は「Hey Siri」と声をかけて頼むだけ。ダブルタップして、音楽のトラックやPodcastの番組を再生したりスキップすることもできます。AirPodsは1回の充電で5時間の再生1と3時間の通話ができます2。しかも24時間以上聴き続けられるように複数回充電できる充電ケースもついているので、AirPodsはあなたの毎日にしっかりついていきます3。急いでいる時は、ケースで15分充電するだけで、3時間の再生4または2時間の通話ができるようになります5。まったく新しいApple H1ヘッドフォンチップで駆動するAirPodsは、光学センサーとモーション加速度センサーによって、あなたの耳に装着されたことを感知します。両耳で聴く時も、片耳だけの場合も、H1チップはイヤフォンへのオーディオの送信とマイクロフォンの接続を自動で行います。通話中やSiriに話しかけている時には、音声を検知するもう一つの加速度センサーがビームフォーミングマイクロフォンと連係しながら、周囲のノイズを取り除いてあなたの声に狙いを定めます。★゜'・:*:・'゜☆。.:*:・'*:・'゜☆。.:*:・'゜★゜'・:*:・'゜☆。.:*:・'゜★゜'・:*:・'゜☆。.:*:・'゜★゜'・:*:・'゜☆。.:*:・'゜★★新品・未使用 ☆頂き物、かつ個人所有につき、神経質な方のご入札はご遠慮ください。★落札後の返品、キャンセルはご遠慮ください。★落札後、落札者様の都合で以前にキャンセルされた方は自動的にキャンセルさせて頂きますのでご理解ご了承願います。送料込み★ノークレーム、ノーリターンご理解ご了承頂ける方宜しくお願い致します。★悪い評価５以上の方は削除させて頂きますのでご了承願います。★゜'・:*:・'゜☆。.:*:・'*:・'゜☆。.:*:・'゜★゜'・:*:・'゜☆。.:*:・'゜★゜'・:*:・'゜☆。.:*:・'゜★゜'・:*:・'゜☆。.:*:・'゜★,115,0,0
41,0,新品 未使用 ケース 【改良版】AirPods B-C5 軽量小型 AirPods第1世代と第2世代に対応 Apple AirPods,406,506,1,2019-10-08 12:37:07,2019-10-09 12:37:07,24.0,1,▼商品詳細▼【改良版】AirPods ケース Apple AirPods 第1/2世代に適用【前のLEDライトが見える】メッキTPU素材 ソフト エアーポッズ用ケース ストラップとカラビナ付き 全面保護カバー 脱着簡単 着装まま充電可能 ワイヤレス充電可能 耐衝撃 防塵 軽量小型 AirPods第1世代と第2世代に対応              REFLYING                             Reflying               ●お支払い代金【落札代金】＋【送料】＝【お支払い代金】 送料は全国一律　1280円となります。●お支払い方法 Yahoo！かんたん決済●発送方法ヤマト運輸、ゆうバック、佐川急便等。 ※局留め、その他の商品との同梱や領収証の添付はお受けできませんこと予めご了承下さい。,55,1,0
42,1,Apple AirPods2 MV7N2J/A エアーポッズ 第2世代 ワイヤレスイヤホン 新品未開封　①,18000,18000,1,2019-10-08 06:15:27,2019-10-09 12:34:34,30.0,1,□商品詳細        Apple airpods 新品未開封です 型番:MV7N2J/A（第2世代）  2019年9月購入、Appleの正規補償が1年つきます  入金確認後、極力当日、遅くとも1～2日以内には発送します   こちらの商品はワイヤレス充電には非対応です         □支払詳細        かんたん決済にてお願いいたします         □発送詳細        入金確認後3日以内に追跡番号・保証付きの方法で発送します。         □注意事項        落札後音沙汰のない方が多くトラブルが発生しています 24時間以内の入金をお願いします やむをえない事情がある場合は入札前に質問をください,625,13,0
43,1,【正規品】 新品 保証あり/AirPods (エアーポッズ/第2世代) with Charging Case 2019年 新型 MV7N2J/A [ワイヤレス(左右分離) /Bluetooth],18900,19500,1,2019-10-08 12:23:31,2019-10-09 12:23:31,24.0,1,ご覧いただきありがとうございます   AirPods (エアーポッズ/第2世代)   【商品説明】  さらに魔法に近づきました。 新しいAirPodsはワイヤレスヘッドフォンの体験を一新します。 ケースから取り出すだけで、あなたのiPhone、Apple Watch、iPad、Macと一緒に使えます。  ワンタップのシンプルな設定で、AirPodsは魔法のように機能します。自動的にオンになり、いつでも接続された状態になります。耳に装着されたことを感知するので、耳から外すと一時停止します。  AirPodsは両耳でも片耳だけでも使えます。音量を調節したり、曲を変えたり、電話をかけたり、道順を調べたい時は「Hey Siri」と声をかけて頼むだけ。 ダブルタップして、音楽のトラックやPodcastの番組を再生したりスキップすることもできます。 ・AirPodsは1回の充電で5時間の再生、または3時間の通話ができます。 ・しかも24時間以上聴き続けられるように複数回充電できる充電ケースもついているので、AirPodsはあなたの毎日にしっかりついていきます。 ・急いでいる時は、ケースで15分充電するだけで3時間の再生、または2時間の通話ができるようになります。  まったく新しいApple H1ヘッドフォンチップで駆動するAirPodsは、光学センサーとモーション加速度センサーによって、あなたの耳に装着されたことを感知します。 両耳で聴く時も、片耳だけの場合も、H1チップはイヤフォンへのオーディオの送信とマイクロフォンの接続を自動で行います。 通話中やSiriに話しかけている時には、音声を検知するもう一つの加速度センサーがビームフォーミングマイクロフォンと連係しながら、周囲のノイズを取り除いてあなたの声に狙いを定めます。 状態※こちらの商品は、新品になります。※価格は１個のお値段となります。   検索キーワード かんたん決済 #011MMMC    ファッションシューズ バック時計 アクセサリサバイバル アウトドアスポーツ トレーニング自動車バイク家電カメラコンピュータスマートフォン音楽美術・工芸ビューティー・コスメ ヘルスケアキッズベビー玩具・フィギュア本・ゲームホーム・家具 インテリアキッチン食器工具 DIY食品 飲料中古リサイクルその他【連絡事項】落札後、取引ナビにて以下の項目をお知らせください。1.お名前2.ご住所3.電話番号4.お支払い方法【注意事項】※オークション取引となりますので、初期不良以外のキャンセル・返品・交換は原則としてお受け出来ません。 商品には万全を期しておりますが、万が一、商品に誤りや不具合が生じた場合は 到着後3日以内に取り引きナビのメッセージにて、ご連絡いただいた場合のみ対応させて頂きます。 商品到着次第(3日以内に)すみやかに商品の確認(動作確認・点灯確認・付属品確認等)を行って下さい。 ※落札後3日以内にご連絡のない方は、申し訳ございませんがキャンセルさせて頂く場合がございます。※商品の保管に関しましては最善を尽くしておりますが外箱などに若干のスレ、凹みなどが稀にある場合がございます、気になる方、神経質な方は入札をお控えください。※海外商品に関しましては、外箱に凹みなどある場合がございます。 外箱は、中の商品を守るための物として考えれておりますためご了承願います。 縫製や作りなど日本製品と比べると多少荒い場合がございます。 予告なく商品のデザインなどが若干変更される場合がございますのでご理解いただきたく存じます。 ※発送はご入金確認後、迅速な対応を心がけております。（年末年始、ゴールデンウィーク、お盆、連休などの特定期間は配送日が不安定になり通常よりお時間がかかります。）※オークション終了日・ご入金確認が（金・土・日）の場合、ご連絡やお取引き、ご入金確認、発送など翌週の月曜日の対応になる場合がございます。 基本的に土、日の発送等は対応していませんので予めご了承下さい。※商品の発送は私を含め、提携会社や委託倉庫からも発送されますことを予めご了承くださいませ。又、配送業者の指定及び日時指定での発送は基本的には承ることができませんので予めご了承願います。 離島に関しましては、別途送料がかかる場合がございますので落札後ご連絡頂くか、ご入札前に質問欄よりお問い合わせいただけるとたすかります。 ※梱包に関しましてはリサイクル資材(ダンボールなど)使用致しますのでご理解の上ご入札願います。 基本的に簡易梱包となります。 ※入札前に必ず説明文、注意事項、プロフィール欄を全てお読みになり入札お願致します。 以上のことを踏まえた上で、楽しく取り引きが出来きれば幸いです。,241,0,0
44,1,送料無料/おまけあり/第2世代/第二世代/2019/新型/新品未使用/正規品/右耳のみ/右のみ/右側のみ/Apple AirPods/エアーポッズ/アップル/ハ,6700,6700,1,2019-10-09 08:46:59,2019-10-09 12:11:53,3.0,1,送料無料■右耳のみ■第2世代、新型のAirPods（2019年版）■新品未使用■Apple正規品 ■おまけとして、写真にうつっているイヤピース（両耳）をお付けします。,663,37,0
45,0,☆新品、未開封☆AirPods Apple純正 第2世代 エアポッズ,15000,19000,1,2019-10-02 12:03:10,2019-10-09 11:03:10,167.0,5,ご覧頂きありがとうございます！【商品詳細】 ・Appleによるデザイン ・自動でオンになり、自動で接続 ・すべてのApple製デバイスを簡単に設定 ・「Hey Siri」と話しかけるか、ダブルタップで瞬時にSiriへアクセス ・ダブルタップで再生またはスキップ ・ケースですばやく充電 ・Lightningコネクタを使った充電に対応 ・豊かで質の高いオーディオと音声 ・デバイス間の切り替えはシームレス  【同梱物】 ・AirPods ・充電ケース  ・Lightning - USBケーブル  【技術仕様】 ・Bluetooth ・ワイヤレス  【重量】 ・AirPods（左右各）：4 g ・Charging Case：38 g  【サイズ】 ・AirPods（左右各）：16.5 × 18.0 × 40.5 mm ・Charging Case：44.3 × 21.3 × 53.5 mm  【接続】 ・AirPods：Bluetooth ・Charging Case：Lightningコネクタ  【アクセシビリティ】 オーディオのライブリスニング  【AirPodsセンサー（左右各）】 ・デュアルビームフォーミングマイクロフォン ・デュアル光学センサー ・動きを感知する加速度センサー ・音声を感知する加速度センサー  【電源】 ・AirPods with Charging Case：24時間以上の再生時間3、最大18時間の連続通話時間 ・AirPods（1回の充電）：最大5時間の再生時間1、最大3時間の連続通話時間 ・Charging Caseで15分充電：最大3時間の再生時間4、または最大2時間の連続通話時間  【システム条件】 ・iOS 12.2以降を搭載したiPhone、iPad、iPod touchのモデル ・watchOS 5.2以降を搭載したApple Watchのモデル ・macOS 10.14.4以降を搭載したMacのモデル ・tvOS 12.2以降を搭載したApple TVモデル,967,4,0
46,0,Apple純正 AirPods 第2世代 イヤホン MV7N2J/A 充電ケース＋lighteningケーブルのみ イヤホン無し 新品未使用品,7300,7300,1,2019-10-08 12:29:39,2019-10-09 10:17:23,21.0,1,Apple純正 AirPods 第2世代 イヤホン MV7N2J/A 充電ケース＋lighteningケーブルのみ イヤホン無し 新品未使用品セット内容純正充電ケース純正lighteningケーブル箱クイックスタートガイド※充電ケースとlighteningケーブルのみになります。ワイヤレス充電には対応していません。イヤホンはありません。ご注意下さい。配送は以下にて行います。レターパックプラス 全国一律送料520円（追跡番号有り 保証無し）お支払いはヤフオク簡単決済のみになります。,2744,10,0
47,1,送料無料/おまけあり/第2世代/第二世代/2019/新型/新品未使用/正規品/右耳のみ/右のみ/右側のみ/Apple AirPods/エアーポッズ/アップル/ノ,6700,6700,1,2019-10-08 09:22:59,2019-10-09 08:45:17,23.0,1,送料無料■右耳のみ■第2世代、新型のAirPods（2019年版）■新品未使用■Apple正規品 ■おまけとして、写真にうつっているイヤピース（両耳）をお付けします。,663,37,0
48,0,新品未開封 Apple AirPods with Wireless Charging Case MRXJ2 J/A 第2世代 エアーポッズ　送料370円,21000,21000,1,2019-10-07 14:32:23,2019-10-08 15:43:04,25.0,1,新品 Apple AirPods with Wireless Charging Case MRXJ2 J/A 第2世代 エアーポッズ　送料520円商品説明メーカー・製品名：Apple AirPods with Wireless Charging Case型番： MRXJ2 J/A　第2世代状態：新品 未開封（ビニールシュリンク未開封）内容：APPLEのワイヤレスイヤフォン（第2世代）です。ワイヤレス充電できるタイプです。保証期間：2020年9月APPLEの場合、メーカー保証が直接Appleから対応いただけます。本出品物は未開封品ですが、万が一初期不良が確認できた場合でも、落札者様からApple社へご相談いただくことになります。即決価格で落札された場合は送料は当方負担します（レターパックプラス）発送詳細お支払い手続き後、遅滞なく発送いたします。こちらの商品案内は 「■@即売くん4.30■」 で作成されました。この他にも出品しておりますので宜しければご覧ください。,220,1,2
49,1,【未開封】新品未開封 アップル Apple AirPods with charging case 第2世代 Air Pods2 MV7N2J/A iPhone ,100,18000,0,2019-10-06 07:57:30,2019-10-08 13:57:30,54.0,34,【未開封】 未使用 Air Pods2 新品 MV7N2J/A 送料無料ノークレーム、ノーリターン、ノーキャンセルでお願い致します。お支払い方法はYahoo!かんたん決済か口座振込です。落札後24時間以内にご連絡をお願い致します。ない場合は落札者都合でキャンセルさせていただきます。よろしくお願いします。,468,3,3
50,0,【新品未開封】Apple AirPods with Charging Case（第2世代）(MV7N2J/A),1,16000,0,2019-10-05 11:52:36,2019-10-08 12:52:36,73.0,29,新品未開封のApple AirPods with Charging Case（第2世代）(MV7N2J/A)です。写真のみです。（2019年 10月  5日 21時 08分 追加）(AirPods with Wireless Charging Case) ではなく、(AirPods with  Charging Case )です。ご確認の上、落札お願い致します。,407,7,2
